area Name,area type,year,variable,value
Belwood,Municipality,1990,High School Graduates White Age 25 Up,303.0
Polkville,Municipality,2010,High School Graduates White Age 25 Up,301.0
Cerro Gordo,Municipality,2010,High School Graduates White Age 25 Up,64.0
Cerro Gordo,Municipality,1980,High School Graduates White Age 25 Up,36.0
Winterville,Municipality,2015,High School Graduates White Age 25 Up,3774.0
Winterville,Municipality,2010,High School Graduates White Age 25 Up,3151.0
Seagrove,Municipality,2015,High School Graduates White Age 25 Up,137.0
Hamilton,Municipality,1990,High School Graduates White Age 25 Up,146.0
Candor,Municipality,2015,High School Graduates White Age 25 Up,326.0
Grifton,Municipality,1980,High School Graduates White Age 25 Up,329.0
Ellerbe,Municipality,2015,High School Graduates White Age 25 Up,377.0
Norman,Municipality,1990,High School Graduates White Age 25 Up,28.0
Rockingham,Municipality,1980,High School Graduates White Age 25 Up,1042.0
Creswell,Municipality,2000,High School Graduates White Age 25 Up,79.0
Cedar Rock,Municipality,2000,High School Graduates White Age 25 Up,214.0
Tract 212.01,Tract,1990,High School Graduates White Age 25 Up,1301.0
Tract 1.02,Tract,1990,High School Graduates White Age 25 Up,1846.0
Tract 16.03,Tract,1990,High School Graduates White Age 25 Up,2564.0
Zebulon,Municipality,2010,High School Graduates White Age 25 Up,1311.0
Norlina,Municipality,1980,High School Graduates White Age 25 Up,138.0
Eureka,Municipality,2010,High School Graduates White Age 25 Up,151.0
Fremont,Municipality,1980,High School Graduates White Age 25 Up,116.0
Plymouth,Municipality,1990,High School Graduates White Age 25 Up,975.0
Dillsboro,Municipality,2010,High School Graduates White Age 25 Up,88.0
Dillsboro,Municipality,2000,High School Graduates White Age 25 Up,129.0
Marion,Municipality,1990,High School Graduates White Age 25 Up,1590.0
Old Fort,Municipality,2015,High School Graduates White Age 25 Up,486.0
Carrboro,Municipality,1980,High School Graduates White Age 25 Up,318.0
Hollyville,Municipality,1980,High School Graduates White Age 25 Up,10.0
Dublin,Municipality,2010,High School Graduates White Age 25 Up,110.0
Parmele,Municipality,2010,High School Graduates White Age 25 Up,20.0
Biscoe,Municipality,2000,High School Graduates White Age 25 Up,490.0
Long Beach,Municipality,1990,High School Graduates White Age 25 Up,2418.0
Cameron,Municipality,2000,High School Graduates White Age 25 Up,46.0
Weaverville,Municipality,2015,High School Graduates White Age 25 Up,2612.0
Castalia,Municipality,2015,High School Graduates White Age 25 Up,81.0
Surf City,Municipality,2010,High School Graduates White Age 25 Up,1220.0
St. Helena,Municipality,2015,High School Graduates White Age 25 Up,221.0
Seagrove,Municipality,1990,High School Graduates White Age 25 Up,110.0
Maury,Municipality,2015,High School Graduates White Age 25 Up,398.0
Thomasville-Davidson,Municipal Part,2000,High School Graduates White Age 25 Up,6223.0
Limestone Township,Township,1990,High School Graduates White Age 25 Up,9285.0
Winton,Municipality,2010,High School Graduates White Age 25 Up,165.0
Tract 702,Tract,1990,High School Graduates White Age 25 Up,1206.0
Tract 506,Tract,1990,High School Graduates White Age 25 Up,281.0
Statesville,Municipality,1980,High School Graduates White Age 25 Up,1901.0
Wrightsville Beach,Municipality,2000,High School Graduates White Age 25 Up,1981.0
Tract 511,Tract,1990,High School Graduates White Age 25 Up,384.0
Oriental,Municipality,2000,High School Graduates White Age 25 Up,640.0
Burgaw,Municipality,2015,High School Graduates White Age 25 Up,1353.0
Watha,Municipality,2015,High School Graduates White Age 25 Up,94.0
Mount Holly,Municipality,2000,High School Graduates White Age 25 Up,4349.0
BNA 9603,Tract,1990,High School Graduates White Age 25 Up,215.0
Tract 315.03,Tract,1990,High School Graduates White Age 25 Up,737.0
Tract 313.02,Tract,1990,High School Graduates White Age 25 Up,2742.0
Buford Township,Township,1990,High School Graduates White Age 25 Up,3021.0
Cofield,Municipality,1990,High School Graduates White Age 25 Up,11.0
Patterson Springs,Municipality,2000,High School Graduates White Age 25 Up,266.0
Falkland,Municipality,2015,High School Graduates White Age 25 Up,8.0
King,Municipality,2000,High School Graduates White Age 25 Up,3375.0
Columbia,Municipality,2015,High School Graduates White Age 25 Up,193.0
Waxhaw,Municipality,2010,High School Graduates White Age 25 Up,4336.0
Bakersville,Municipality,2000,High School Graduates White Age 25 Up,168.0
Pinebluff,Municipality,2015,High School Graduates White Age 25 Up,780.0
Faith,Municipality,2010,High School Graduates White Age 25 Up,484.0
Salisbury,Municipality,2015,High School Graduates White Age 25 Up,11969.0
Spencer,Municipality,2000,High School Graduates White Age 25 Up,1293.0
Old Fort,Municipality,2010,High School Graduates White Age 25 Up,463.0
Highlands,Municipality,2000,High School Graduates White Age 25 Up,609.0
Catawba,Municipality,1990,High School Graduates White Age 25 Up,179.0
Harrellsville,Municipality,2015,High School Graduates White Age 25 Up,81.0
Andrews,Municipality,2015,High School Graduates White Age 25 Up,731.0
Orange County,County,1970,High School Graduates White Age 25 Up,13456.0
Person County,County,2010,High School Graduates White Age 25 Up,16070.0
Richmond County,County,1980,High School Graduates White Age 25 Up,10121.0
Stokes County,County,1980,High School Graduates White Age 25 Up,8239.0
Tyrrell County,County,2010,High School Graduates White Age 25 Up,1666.0
Tyrrell County,County,1970,High School Graduates White Age 25 Up,301.0
Yadkin County,County,1970,High School Graduates White Age 25 Up,4046.0
Carteret County,County,2010,High School Graduates White Age 25 Up,38281.0
Caswell County,County,2015,High School Graduates White Age 25 Up,8635.0
Franklin County,County,2015,High School Graduates White Age 25 Up,25792.0
Watauga County,County,1970,High School Graduates White Age 25 Up,4106.0
Wayne County,County,2015,High School Graduates White Age 25 Up,43303.0
Wilkes County,County,2015,High School Graduates White Age 25 Up,34567.0
Elon College,Municipality,2000,High School Graduates White Age 25 Up,2268.0
Manteo,Municipality,2010,High School Graduates White Age 25 Up,929.0
Manteo,Municipality,1990,High School Graduates White Age 25 Up,511.0
Denton,Municipality,2000,High School Graduates White Age 25 Up,691.0
Kenansville,Municipality,2015,High School Graduates White Age 25 Up,322.0
Rose Hill,Municipality,1990,High School Graduates White Age 25 Up,427.0
Johnston County,County,1970,High School Graduates White Age 25 Up,9169.0
Macon County,County,2015,High School Graduates White Age 25 Up,21044.0
Madison County,County,1980,High School Graduates White Age 25 Up,4152.0
Martin County,County,2000,High School Graduates White Age 25 Up,7707.0
Martin County,County,1980,High School Graduates White Age 25 Up,4946.0
Moore County,County,2015,High School Graduates White Age 25 Up,51013.0
Nash County,County,2000,High School Graduates White Age 25 Up,31378.0
Milton,Municipality,1980,High School Graduates White Age 25 Up,10.0
Goldston,Municipality,2015,High School Graduates White Age 25 Up,165.0
New Hanover County,County,1990,High School Graduates White Age 25 Up,51970.0
Pasquotank County,County,1980,High School Graduates White Age 25 Up,6071.0
Harrisburg,Municipality,1980,High School Graduates White Age 25 Up,320.0
North Carolina,State of NC,1980,High School Graduates White Age 25 Up,1561409.0
Chatham County,County,2000,High School Graduates White Age 25 Up,22635.0
Clay County,County,2010,High School Graduates White Age 25 Up,6403.0
Columbus County,County,1980,High School Graduates White Age 25 Up,10187.0
Harnett County,County,1980,High School Graduates White Age 25 Up,13165.0
Johnston County,County,1990,High School Graduates White Age 25 Up,30208.0
Lenoir County,County,2015,High School Graduates White Age 25 Up,19495.0
Granite Falls,Municipality,1980,High School Graduates White Age 25 Up,348.0
Hudson,Municipality,1990,High School Graduates White Age 25 Up,1332.0
Emerald Isle,Municipality,1980,High School Graduates White Age 25 Up,208.0
Indian Beach,Municipality,2015,High School Graduates White Age 25 Up,150.0
Pine Knoll Shores,Municipality,1990,High School Graduates White Age 25 Up,1087.0
Red Springs-Robeson,Municipal Part,2000,High School Graduates White Age 25 Up,873.0
Sampson County,County,1970,High School Graduates White Age 25 Up,6351.0
Transylvania County,County,1970,High School Graduates White Age 25 Up,4652.0
"Township 1, Edenton",Township,1990,High School Graduates White Age 25 Up,1842.0
Anderson Creek Twp.,Township,1990,High School Graduates White Age 25 Up,2703.0
Upper L. River Twp.,Township,1990,High School Graduates White Age 25 Up,1961.0
Tract 115,Tract,1990,High School Graduates White Age 25 Up,752.0
Tract 139,Tract,1990,High School Graduates White Age 25 Up,64.0
Goldston,Municipality,1980,High School Graduates White Age 25 Up,62.0
BNA 9914,Tract,1990,High School Graduates White Age 25 Up,1649.0
Tract 104,Tract,1990,High School Graduates White Age 25 Up,11.0
BNA 9709,Tract,1990,High School Graduates White Age 25 Up,3336.0
Tract 14,Tract,1990,High School Graduates White Age 25 Up,354.0
Tract 12,Tract,1990,High School Graduates White Age 25 Up,2282.0
Southern Shores,Municipality,2010,High School Graduates White Age 25 Up,2075.0
Denton,Municipality,1990,High School Graduates White Age 25 Up,536.0
Speed,Municipality,1990,High School Graduates White Age 25 Up,25.0
Shelby,Municipality,2015,High School Graduates White Age 25 Up,7520.0
BNA 9711.99,Tract,1990,High School Graduates White Age 25 Up,0.0
Tract 7,Tract,1990,High School Graduates White Age 25 Up,13.0
BNA 9513,Tract,1990,High School Graduates White Age 25 Up,802.0
Tract 15,Tract,1990,High School Graduates White Age 25 Up,293.0
Tract 104,Tract,1990,High School Graduates White Age 25 Up,1277.0
BNA 9902,Tract,1990,High School Graduates White Age 25 Up,1542.0
Tract 12,Tract,1990,High School Graduates White Age 25 Up,2468.0
Tract 26,Tract,1990,High School Graduates White Age 25 Up,0.0
Tract 26.01,Tract,1990,High School Graduates White Age 25 Up,2135.0
Sparta,Municipality,1990,High School Graduates White Age 25 Up,709.0
Ansonville,Municipality,1990,High School Graduates White Age 25 Up,85.0
Tract 421,Tract,1990,High School Graduates White Age 25 Up,735.0
Tract 113,Tract,1990,High School Graduates White Age 25 Up,1044.0
BNA 9710,Tract,1990,High School Graduates White Age 25 Up,1294.0
Beulah Township,Township,1990,High School Graduates White Age 25 Up,1431.0
Boon Hill Township,Township,1990,High School Graduates White Age 25 Up,1836.0
Falling Creek Twp.,Township,1990,High School Graduates White Age 25 Up,2407.0
Higgins Township,Township,1990,High School Graduates White Age 25 Up,777.0
Franklin Township,Township,1990,High School Graduates White Age 25 Up,4737.0
Tract 308.02,Tract,1990,High School Graduates White Age 25 Up,1729.0
Rolesville,Municipality,1990,High School Graduates White Age 25 Up,291.0
Wiccacanee Township,Township,1990,High School Graduates White Age 25 Up,604.0
Plymouth,Municipality,2000,High School Graduates White Age 25 Up,820.0
Topsail Township,Township,1990,High School Graduates White Age 25 Up,4434.0
Greenville Township,Township,1990,High School Graduates White Age 25 Up,9573.0
Walnut Creek,Municipality,2000,High School Graduates White Age 25 Up,599.0
Trinity Township,Township,1990,High School Graduates White Age 25 Up,8405.0
Fremont,Municipality,2000,High School Graduates White Age 25 Up,340.0
Back Swamp Township,Township,1990,High School Graduates White Age 25 Up,216.0
Wilkesboro,Municipality,1990,High School Graduates White Age 25 Up,1094.0
Laurel Township,Township,1990,High School Graduates White Age 25 Up,120.0
Central Township,Township,1990,High School Graduates White Age 25 Up,220.0
"Twp. 9, Georgeville",Township,1990,High School Graduates White Age 25 Up,917.0
Surf City,Municipality,1980,High School Graduates White Age 25 Up,89.0
Morehead Township,Township,1990,High School Graduates White Age 25 Up,11300.0
White Oak Township,Township,1990,High School Graduates White Age 25 Up,4129.0
Winfall,Municipality,2010,High School Graduates White Age 25 Up,335.0
Anderson Township,Township,1990,High School Graduates White Age 25 Up,519.0
Roxboro,Municipality,1980,High School Graduates White Age 25 Up,828.0
Ayden,Municipality,2010,High School Graduates White Age 25 Up,1395.0
Farmville,Municipality,2015,High School Graduates White Age 25 Up,1866.0
Asheboro,Municipality,2000,High School Graduates White Age 25 Up,8282.0
Franklinville,Municipality,2015,High School Graduates White Age 25 Up,361.0
Randleman,Municipality,2000,High School Graduates White Age 25 Up,1607.0
Tract 19.13,Tract,1990,High School Graduates White Age 25 Up,2742.0
Red Oak Township,Township,1990,High School Graduates White Age 25 Up,984.0
Tract 108,Tract,1990,High School Graduates White Age 25 Up,178.0
BNA 9514,Tract,1990,High School Graduates White Age 25 Up,1773.0
Tract 16.02,Tract,1990,High School Graduates White Age 25 Up,1572.0
Tract 33.02,Tract,1990,High School Graduates White Age 25 Up,299.0
Tract 17.07,Tract,1990,High School Graduates White Age 25 Up,2550.0
Tract 4.02,Tract,1990,High School Graduates White Age 25 Up,588.0
Broad River Twp.,Township,1990,High School Graduates White Age 25 Up,523.0
Grandfather,Municipality,1990,High School Graduates White Age 25 Up,8.0
Windsor,Municipality,1990,High School Graduates White Age 25 Up,735.0
East Arcadia,Municipality,2000,High School Graduates White Age 25 Up,6.0
Tract 8.01,Tract,1990,High School Graduates White Age 25 Up,102.0
Navassa,Municipality,1990,High School Graduates White Age 25 Up,8.0
Tract 51,Tract,1990,High School Graduates White Age 25 Up,10.0
BNA 9908,Tract,1990,High School Graduates White Age 25 Up,2300.0
Tract 517,Tract,1990,High School Graduates White Age 25 Up,2122.0
Tract 535.06,Tract,1990,High School Graduates White Age 25 Up,2579.0
Tract 501,Tract,1990,High School Graduates White Age 25 Up,2950.0
Tract 106.02,Tract,1990,High School Graduates White Age 25 Up,1567.0
Bogue,Municipality,2010,High School Graduates White Age 25 Up,423.0
Wilsons Mills,Municipality,2015,High School Graduates White Age 25 Up,772.0
Hemby Bridge,Municipality,2010,High School Graduates White Age 25 Up,761.0
Midland,Municipality,2010,High School Graduates White Age 25 Up,1528.0
Tract 703,Tract,1990,High School Graduates White Age 25 Up,1833.0
BNA 9805,Tract,1990,High School Graduates White Age 25 Up,2442.0
BNA 9901,Tract,1990,High School Graduates White Age 25 Up,1254.0
BNA 9913,Tract,1990,High School Graduates White Age 25 Up,1546.0
BNA 9503.98,Tract,1990,High School Graduates White Age 25 Up,607.0
Avery County,County,1990,High School Graduates White Age 25 Up,5803.0
Raleigh Township,Township,1990,High School Graduates White Age 25 Up,37360.0
Mulberry Township,Township,1990,High School Graduates White Age 25 Up,1935.0
Tract 216,Tract,1990,High School Graduates White Age 25 Up,1353.0
BNA 9501,Tract,1990,High School Graduates White Age 25 Up,1028.0
Tract 25.02,Tract,1990,High School Graduates White Age 25 Up,3153.0
Tract 205,Tract,1990,High School Graduates White Age 25 Up,1385.0
